Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741052344,17817c09d521,reverse-proxy-lb-1,17817c09d521,3.02%,"76.73MiB / 7.637GiB",0.98%,"285MB / 332MB","0B / 0B",36
1741052344,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,12.87%,"91.31MiB / 7.637GiB",1.17%,"195MB / 123MB","0B / 0B",17
1741052357,17817c09d521,reverse-proxy-lb-1,17817c09d521,3.86%,"77.63MiB / 7.637GiB",0.99%,"285MB / 333MB","0B / 0B",36
1741052357,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,17.77%,"91.34MiB / 7.637GiB",1.17%,"195MB / 123MB","0B / 0B",18
1741052369,17817c09d521,reverse-proxy-lb-1,17817c09d521,9.98%,"78.93MiB / 7.637GiB",1.01%,"286MB / 334MB","0B / 0B",36
1741052369,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,29.39%,"93.43MiB / 7.637GiB",1.19%,"195MB / 123MB","0B / 0B",21
1741052381,17817c09d521,reverse-proxy-lb-1,17817c09d521,6.41%,"80.05MiB / 7.637GiB",1.02%,"288MB / 335MB","0B / 0B",36
1741052381,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,42.03%,"93.49MiB / 7.637GiB",1.20%,"196MB / 123MB","0B / 0B",22
1741052394,17817c09d521,reverse-proxy-lb-1,17817c09d521,6.67%,"80.53MiB / 7.637GiB",1.03%,"289MB / 337MB","0B / 0B",36
1741052394,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,42.77%,"94.87MiB / 7.637GiB",1.21%,"197MB / 124MB","0B / 0B",28
1741052406,17817c09d521,reverse-proxy-lb-1,17817c09d521,9.60%,"80.54MiB / 7.637GiB",1.03%,"291MB / 339MB","0B / 0B",36
1741052406,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,71.68%,"94.96MiB / 7.637GiB",1.21%,"198MB / 125MB","0B / 0B",29
1741052418,17817c09d521,reverse-proxy-lb-1,17817c09d521,12.29%,"80.93MiB / 7.637GiB",1.03%,"293MB / 342MB","0B / 0B",36
1741052418,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,55.77%,"97.35MiB / 7.637GiB",1.24%,"200MB / 126MB","0B / 0B",35
1741052430,17817c09d521,reverse-proxy-lb-1,17817c09d521,12.71%,"80.89MiB / 7.637GiB",1.03%,"296MB / 345MB","0B / 0B",36
1741052430,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,80.23%,"102MiB / 7.637GiB",1.30%,"202MB / 127MB","0B / 0B",50
1741052442,17817c09d521,reverse-proxy-lb-1,17817c09d521,10.98%,"81.44MiB / 7.637GiB",1.04%,"299MB / 349MB","0B / 0B",36
1741052442,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,74.68%,"104.2MiB / 7.637GiB",1.33%,"204MB / 128MB","0B / 0B",54
1741052454,17817c09d521,reverse-proxy-lb-1,17817c09d521,12.19%,"81.33MiB / 7.637GiB",1.04%,"303MB / 353MB","0B / 0B",36
1741052454,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,70.63%,"104.2MiB / 7.637GiB",1.33%,"206MB / 129MB","0B / 0B",55
1741052467,17817c09d521,reverse-proxy-lb-1,17817c09d521,10.52%,"81.57MiB / 7.637GiB",1.04%,"307MB / 358MB","0B / 0B",36
1741052467,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,67.84%,"104.2MiB / 7.637GiB",1.33%,"208MB / 131MB","0B / 0B",55
1741052479,17817c09d521,reverse-proxy-lb-1,17817c09d521,11.10%,"81.7MiB / 7.637GiB",1.04%,"311MB / 363MB","0B / 0B",36
1741052479,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,85.63%,"104.2MiB / 7.637GiB",1.33%,"211MB / 133MB","0B / 0B",55
1741052491,17817c09d521,reverse-proxy-lb-1,17817c09d521,11.23%,"82.2MiB / 7.637GiB",1.05%,"316MB / 368MB","0B / 0B",36
1741052491,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,96.02%,"104.2MiB / 7.637GiB",1.33%,"215MB / 135MB","0B / 0B",54
1741052503,17817c09d521,reverse-proxy-lb-1,17817c09d521,11.12%,"82.46MiB / 7.637GiB",1.05%,"321MB / 375MB","0B / 0B",36
1741052503,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,87.56%,"104.4MiB / 7.637GiB",1.33%,"218MB / 137MB","0B / 0B",55
1741052515,17817c09d521,reverse-proxy-lb-1,17817c09d521,23.72%,"82.7MiB / 7.637GiB",1.06%,"327MB / 381MB","0B / 0B",36
1741052515,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,69.33%,"104.2MiB / 7.637GiB",1.33%,"222MB / 139MB","0B / 0B",55
1741052527,17817c09d521,reverse-proxy-lb-1,17817c09d521,118.74%,"82.92MiB / 7.637GiB",1.06%,"333MB / 388MB","0B / 0B",36
1741052527,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,96.47%,"104.3MiB / 7.637GiB",1.33%,"226MB / 142MB","0B / 0B",55
1741052539,17817c09d521,reverse-proxy-lb-1,17817c09d521,11.66%,"83.53MiB / 7.637GiB",1.07%,"339MB / 395MB","0B / 0B",36
1741052539,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,89.80%,"104.5MiB / 7.637GiB",1.34%,"231MB / 145MB","0B / 0B",55
1741052551,17817c09d521,reverse-proxy-lb-1,17817c09d521,10.66%,"83.07MiB / 7.637GiB",1.06%,"346MB / 403MB","0B / 0B",36
1741052551,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,92.51%,"104.4MiB / 7.637GiB",1.34%,"235MB / 147MB","0B / 0B",56
1741052563,17817c09d521,reverse-proxy-lb-1,17817c09d521,16.83%,"84.15MiB / 7.637GiB",1.08%,"352MB / 411MB","0B / 0B",36
1741052563,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,94.32%,"104.4MiB / 7.637GiB",1.33%,"240MB / 150MB","0B / 0B",55
