Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741048426,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,2.78%,"82.59MiB / 7.637GiB",1.06%,"7.63MB / 8.91MB","0B / 0B",29
1741048426,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,98.98%,"108.2MiB / 7.637GiB",1.38%,"5.6MB / 3.54MB","0B / 0B",41
1741048438,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,2.40%,"83.59MiB / 7.637GiB",1.07%,"8.14MB / 9.51MB","0B / 0B",29
1741048438,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,98.70%,"104.4MiB / 7.637GiB",1.33%,"5.98MB / 3.78MB","0B / 0B",37
1741048450,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,2.18%,"84.27MiB / 7.637GiB",1.08%,"8.67MB / 10.1MB","0B / 0B",29
1741048450,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,100.07%,"106.4MiB / 7.637GiB",1.36%,"6.36MB / 4.02MB","0B / 0B",36
1741048462,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,3.00%,"84.71MiB / 7.637GiB",1.08%,"9.15MB / 10.7MB","0B / 0B",29
1741048462,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,97.59%,"110.5MiB / 7.637GiB",1.41%,"6.72MB / 4.24MB","0B / 0B",37
1741048474,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,8.09%,"84.96MiB / 7.637GiB",1.09%,"9.66MB / 11.3MB","0B / 0B",29
1741048474,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,96.07%,"104.9MiB / 7.637GiB",1.34%,"7.09MB / 4.49MB","0B / 0B",43
1741048486,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,2.35%,"86.1MiB / 7.637GiB",1.10%,"10.2MB / 11.9MB","0B / 0B",29
1741048486,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,97.52%,"108.2MiB / 7.637GiB",1.38%,"7.47MB / 4.72MB","0B / 0B",39
1741048499,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,4.26%,"86.28MiB / 7.637GiB",1.10%,"10.7MB / 12.4MB","0B / 0B",29
1741048499,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,97.16%,"105.9MiB / 7.637GiB",1.35%,"7.82MB / 4.95MB","0B / 0B",40
1741048511,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,2.22%,"86.69MiB / 7.637GiB",1.11%,"11.1MB / 13MB","0B / 0B",29
1741048511,2920136c1f5e,reverse-proxy-api-1,2920136c1f5e,99.50%,"110.4MiB / 7.637GiB",1.41%,"8.17MB / 5.17MB","0B / 0B",36
1741048523,78d8c0863b02,reverse-proxy-lb-1,78d8c0863b02,0.76%,"87.79MiB / 7.637GiB",1.12%,"11.6MB / 13.6MB","0B / 0B",29
