Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741052717,17817c09d521,reverse-proxy-lb-1,17817c09d521,3.08%,"77.04MiB / 7.637GiB",0.99%,"355MB / 414MB","0B / 0B",36
1741052717,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,19.22%,"92.49MiB / 7.637GiB",1.18%,"242MB / 151MB","0B / 0B",16
1741052730,17817c09d521,reverse-proxy-lb-1,17817c09d521,3.93%,"77.41MiB / 7.637GiB",0.99%,"355MB / 414MB","0B / 0B",36
1741052730,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,47.28%,"92.56MiB / 7.637GiB",1.18%,"242MB / 152MB","0B / 0B",18
1741052742,17817c09d521,reverse-proxy-lb-1,17817c09d521,5.06%,"78.63MiB / 7.637GiB",1.01%,"356MB / 415MB","0B / 0B",36
1741052742,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,69.70%,"92.61MiB / 7.637GiB",1.18%,"242MB / 152MB","0B / 0B",20
1741052754,17817c09d521,reverse-proxy-lb-1,17817c09d521,5.41%,"80.04MiB / 7.637GiB",1.02%,"357MB / 416MB","0B / 0B",36
1741052754,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,73.90%,"94.71MiB / 7.637GiB",1.21%,"243MB / 152MB","0B / 0B",23
1741052766,17817c09d521,reverse-proxy-lb-1,17817c09d521,8.60%,"80.75MiB / 7.637GiB",1.03%,"359MB / 418MB","0B / 0B",36
1741052766,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,82.54%,"93.48MiB / 7.637GiB",1.20%,"244MB / 153MB","0B / 0B",24
1741052778,17817c09d521,reverse-proxy-lb-1,17817c09d521,8.56%,"81.01MiB / 7.637GiB",1.04%,"361MB / 421MB","0B / 0B",36
1741052778,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,86.96%,"93.51MiB / 7.637GiB",1.20%,"245MB / 154MB","0B / 0B",25
1741052790,17817c09d521,reverse-proxy-lb-1,17817c09d521,9.21%,"81.12MiB / 7.637GiB",1.04%,"363MB / 423MB","0B / 0B",36
1741052790,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,86.72%,"95.77MiB / 7.637GiB",1.22%,"247MB / 155MB","0B / 0B",33
1741052803,17817c09d521,reverse-proxy-lb-1,17817c09d521,7.33%,"81.23MiB / 7.637GiB",1.04%,"366MB / 426MB","0B / 0B",36
1741052803,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,85.42%,"95.81MiB / 7.637GiB",1.23%,"249MB / 156MB","0B / 0B",34
1741052815,17817c09d521,reverse-proxy-lb-1,17817c09d521,6.57%,"81.29MiB / 7.637GiB",1.04%,"369MB / 430MB","0B / 0B",36
1741052815,c1c7d66364bb,reverse-proxy-api-1,c1c7d66364bb,88.11%,"97.86MiB / 7.637GiB",1.25%,"251MB / 157MB","0B / 0B",36
1741052827,17817c09d521,reverse-proxy-lb-1,17817c09d521,9.39%,"81.9MiB / 7.637GiB",1.05%,"372MB / 434MB","0B / 0B",36
