DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-03-04 10:39:00,12,20,0,1028.7,74.305,10,45.2,452,0,0,9.65,22.4
2025-03-04 10:39:02,20,38,0,1008.079,74.817,19,44.974,854.5,0,0,2.974,13.816
2025-03-04 10:39:04,29,44,0,1003.568,62.458,22,45.182,994,0,0,3.909,12.545
2025-03-04 10:39:06,32,59,0,1004.271,73.178,29.5,45.39,1339,0,0,2.831,10.407
2025-03-04 10:39:08,40,77,0,1012.87,61.392,38.5,45.494,1751.5,0,0,2.74,10.481
2025-03-04 10:39:10,49,84,0,1011.893,67.599,42,45.369,1905.5,0,0,2.393,10.238
2025-03-04 10:39:12,53,102,0,1013.441,60.432,51,45.441,2317.5,0,0,2.167,9.471
2025-03-04 10:39:14,60,115,0,1012.696,74.148,57.5,45.304,2605,0,0,2.261,9.174
2025-03-04 10:39:16,70,95,0,1016.568,60.69,47.5,45.579,2165,0,0,2.116,8.821
2025-03-04 10:39:18,73,136,0,1017.919,71.462,68,45.353,3084,0,0,1.574,7.412
2025-03-04 10:39:20,80,151,0,1014.046,67.554,75.5,45.51,3436,0,0,1.748,9.106
2025-03-04 10:39:22,89,160,0,1023.106,60.325,80,45.5,3640,0,0,2.112,9.594
2025-03-04 10:39:24,94,175,0,1016.514,64.41,87.5,45.291,3963,0,0,2.057,13.989
2025-03-04 10:39:26,100,188,0,1016,62.993,94,45.277,4256,0,0,1.968,10.202
2025-03-04 10:39:28,109,200,0,1021.645,64.007,100,45.46,4546,0,0,1.98,10.255
2025-03-04 10:39:30,113,213,0,1010.099,62.272,106.5,45.432,4838.5,0,0,1.892,8.92
2025-03-04 10:39:32,120,232,0,1012.293,63.738,116,45.478,5275.5,0,0,1.819,8.134
2025-03-04 10:39:34,129,240,0,1010.946,70.275,120,45.163,5419.5,0,0,1.75,9.246
2025-03-04 10:39:36,134,253,0,1008.115,62.724,126.5,45.281,5728,0,0,1.593,8.715
2025-03-04 10:39:38,140,270,0,1013.03,68.323,135,45.296,6115,0,0,1.974,10.126
2025-03-04 10:39:40,150,276,0,1017.67,60.597,138,45.261,6246,0,0,1.594,9.656
2025-03-04 10:39:42,153,296,0,1011.693,69.063,148,45.172,6685.5,0,0,1.591,9.497
2025-03-04 10:39:44,160,314,0,1005.771,69.73,157,45.306,7113,0,0,1.382,8.331
2025-03-04 10:39:46,169,323,0,1007.492,66.467,161.5,45.198,7299.5,0,0,1.437,8.771
2025-03-04 10:39:48,173,337,0,1011.736,63.444,168.5,45.374,7645.5,0,0,1.377,7.635
2025-03-04 10:39:50,180,345,0,1014.684,66.519,172.5,45.13,7785,0,0,1.774,11.864
2025-03-04 10:39:52,189,355,0,1014.623,65.747,177.5,45.056,7997.5,0,0,1.332,12.197
2025-03-04 10:39:54,193,373,0,1019.903,65.983,186.5,45.188,8427.5,0,0,1.461,10.346
2025-03-04 10:39:56,200,384,0,1009.135,64.694,192,45.06,8651.5,0,0,1.242,13.359
2025-03-04 10:39:58,210,404,0,1018.176,66.996,202,44.958,9081.5,0,0,1.208,14.782
2025-03-04 10:40:00,214,413,0,1007.915,65.098,206.5,45.259,9346,0,0,1.138,9.213
2025-03-04 10:40:02,220,431,0,1013.508,61.55,215.5,45.144,9728.5,0,0,1.028,8.661
2025-03-04 10:40:04,230,440,0,1011.809,61.423,220,45.193,9942.5,0,0,0.952,8.634
2025-03-04 10:40:06,233,455,0,1008.963,69.486,227.5,45.193,10281.5,0,0,1.167,8.035
2025-03-04 10:40:08,240,460,0,1014.472,69.214,230,45.048,10361,0,0,1.063,11.517
2025-03-04 10:40:10,250,481,0,1021.881,68.304,240.5,45.025,10828.5,0,0,1.944,14.405
2025-03-04 10:40:12,253,493,0,1016.422,69.593,246.5,44.805,11044.5,0,0,1.193,14.803
2025-03-04 10:40:14,260,505,0,1016.026,67.086,252.5,44.855,11326,0,0,0.97,14.76
2025-03-04 10:40:16,270,517,0,1010.896,66.619,258.5,45.046,11644.5,0,0,0.973,10.766
2025-03-04 10:40:18,273,533,0,1008.597,68.871,266.5,45.124,12025.5,0,0,1.004,7.91
2025-03-04 10:40:20,280,553,0,1005.002,66.446,276.5,45.078,12464,0,0,1.083,9.807
2025-03-04 10:40:22,289,554,0,1013.493,69.165,277,44.773,12402,0,0,0.933,14.859
2025-03-04 10:40:24,293,563,0,1037.648,83.055,281.5,44.423,12505,0,0,1.009,32.817
2025-03-04 10:40:26,300,587,0,1006.94,66.02,293.5,44.947,13192,0,0,0.986,8.683
2025-03-04 10:40:28,309,593,0,1016.062,67.819,296.5,44.754,13269.5,0,0,0.863,15.718
2025-03-04 10:40:30,313,598,0,1014.759,68.513,299,44.717,13370.5,0,0,0.958,17.151
2025-03-04 10:40:32,320,628,0,1019.285,66.88,314,44.677,14028.5,0,0,0.995,16.861
2025-03-04 10:40:34,330,637,0,1008.882,63.232,318.5,45,14332.5,0,0,0.871,9.33
2025-03-04 10:40:36,333,647,0,1012.648,67.356,323.5,44.822,14500,0,0,0.737,14.634
2025-03-04 10:40:38,340,689,0,1008.589,68.609,344.5,45.135,15549,0,0,0.753,6.585
2025-03-04 10:40:40,350,667,0,1023.754,75.66,333.5,44.736,14919.5,0,0,0.766,20.172
2025-03-04 10:40:42,353,687,0,1011.748,68.426,343.5,45.017,15463.5,0,0,0.675,10.616
2025-03-04 10:40:44,360,706,0,1014.269,69.511,353,44.908,15852.5,0,0,0.676,10.384
2025-03-04 10:40:46,369,706,0,1020.344,70.404,353,44.712,15783.5,0,0,0.885,18.358
2025-03-04 10:40:48,373,733,0,1024.026,66.262,366.5,44.524,16318,0,0,0.707,22.221
2025-03-04 10:40:50,380,740,0,1022.395,66.057,370,44.604,16503.5,0,0,0.832,19.408
