DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-03-04 10:45:17,11,18,0,1055.5,99.724,9,44.556,401,0,0,14.389,31.944
2025-03-04 10:45:19,20,33,0,1044.333,62.633,16.5,43.818,723,0,0,3.636,24.364
2025-03-04 10:45:21,28,43,0,1022.744,69.732,21.5,43.93,944.5,0,0,5.767,24.535
2025-03-04 10:45:23,31,46,0,1018.5,73.862,23,43.978,1011.5,0,0,2.587,18.739
2025-03-04 10:45:25,40,67,0,1026.179,63.637,33.5,44.104,1477.5,0,0,2.925,18.836
2025-03-04 10:45:27,48,78,0,1023.91,63.119,39,44.128,1721,0,0,2.654,23.821
2025-03-04 10:45:29,51,93,0,1026.763,72.948,46.5,43.914,2042,0,0,2.505,20.054
2025-03-04 10:45:31,60,107,0,1021.925,65.093,53.5,44.15,2362,0,0,2.196,17.523
2025-03-04 10:45:33,64,118,0,1023.636,59.556,59,44.102,2602,0,0,2.042,19.229
2025-03-04 10:45:35,70,130,0,1037.492,66.26,65,44.062,2864,0,0,1.869,26.985
2025-03-04 10:45:37,80,146,0,1038.123,67.475,73,44.089,3218.5,0,0,2.055,28.87
2025-03-04 10:45:39,84,156,0,1020.66,62.514,78,44,3432,0,0,2.122,20.596
2025-03-04 10:45:41,90,184,0,1019.484,68.19,92,44.212,4067.5,0,0,1.886,17.69
2025-03-04 10:45:43,100,181,0,1020.442,66.589,90.5,44.149,3995.5,0,0,1.851,21.481
2025-03-04 10:45:45,103,193,0,1034.523,64.198,96.5,44.295,4274.5,0,0,1.554,32.798
2025-03-04 10:45:47,110,205,0,1037.741,70.171,102.5,44.078,4518,0,0,1.854,42.488
2025-03-04 10:45:49,119,227,0,1033.044,76.977,113.5,44.247,5022,0,0,1.683,40.599
2025-03-04 10:45:51,125,237,0,1022.203,66.12,118.5,44.236,5242,0,0,1.405,28.177
2025-03-04 10:45:53,130,249,0,1026.49,65.359,124.5,44.329,5519,0,0,1.502,26.731
2025-03-04 10:45:55,140,263,0,1029.779,72.298,131.5,44.475,5848.5,0,0,1.589,27.814
2025-03-04 10:45:57,143,274,0,1047.197,80.903,137,44.482,6094,0,0,1.511,46.529
2025-03-04 10:45:59,150,292,0,1027.74,69.193,146,44.486,6495,0,0,1.199,23.541
2025-03-04 10:46:01,159,301,0,1021.963,69.314,150.5,44.492,6696,0,0,1.249,25.525
2025-03-04 10:46:03,163,306,0,1025.618,69.605,153,44.582,6821,0,0,1.144,19.513
2025-03-04 10:46:05,170,338,0,1033.311,72.565,169,44.491,7519,0,0,1.053,31.719
2025-03-04 10:46:07,180,344,0,1038.616,73.098,172,44.616,7674,0,0,1.488,31.799
2025-03-04 10:46:09,184,341,0,1051.871,74.219,170.5,44.422,7574,0,0,1.144,48.757
2025-03-04 10:46:11,190,365,0,1024.079,66.853,182.5,44.575,8135,0,0,1.23,21.918
2025-03-04 10:46:13,199,361,0,1044.482,75.464,180.5,44.465,8026,0,0,0.95,47.147
2025-03-04 10:46:15,206,399,0,1046.599,79.103,199.5,44.667,8911,0,0,0.977,40.183
2025-03-04 10:46:17,211,411,0,1033.066,78.238,205.5,44.703,9186.5,0,0,0.954,34.392
2025-03-04 10:46:19,220,417,0,1025.014,64.405,208.5,44.758,9332,0,0,0.811,25.376
2025-03-04 10:46:21,225,418,0,1055.469,79.626,209,44.713,9345,0,0,0.943,51.842
2025-03-04 10:46:23,231,442,0,1071.165,79.412,221,44.769,9894,0,0,0.995,70.665
2025-03-04 10:46:25,239,466,0,1022.841,69.876,233,44.861,10452.5,0,0,0.895,25.605
2025-03-04 10:46:27,245,467,0,1017.266,68.507,233.5,44.899,10484,0,0,0.642,19.435
2025-03-04 10:46:29,251,475,0,1068.981,80.273,237.5,44.794,10638.5,0,0,0.709,75.053
2025-03-04 10:46:31,259,430,0,1114.053,96.712,215,44.672,9604.5,0,0,0.679,119.486
2025-03-04 10:46:33,264,481,0,1121.372,103.095,240.5,44.838,10783.5,0,0,0.765,120.439
2025-03-04 10:46:35,271,515,0,1057.132,86.463,257.5,44.901,11562,0,0,0.858,64.183
2025-03-04 10:46:37,280,516,0,1058.277,79.809,258,44.857,11573,0,0,0.583,59.57
2025-03-04 10:46:39,282,498,0,1066.078,81.948,249,44.841,11165.5,0,0,0.627,68.705
2025-03-04 10:46:41,291,539,0,1115.182,132.498,269.5,44.805,12075,0,0,0.672,114.026
2025-03-04 10:46:43,300,583,0,1056.383,76.223,291.5,44.878,13082,0,0,0.75,58.158
2025-03-04 10:46:45,306,546,0,1060.145,75.475,273,44.846,12243,0,0,0.734,56.806
2025-03-04 10:46:47,311,576,0,1080.953,94.041,288,44.826,12910,0,0,0.635,79.012
